X	mb231e210g_0	mb231e264g_0	mb231e279g_0	mb231p2207g_1	mb231p2237Ag_1
DYNLT3	3	2	1	0	1
DYRK1A	31	46	57	44	108
DYRK1B	0	0	0	1	1
DYRK2	1	4	6	3	8
DYRK3	0	0	0	0	0
DYRK4	0	0	0	0	0
DYSF	0	0	0	0	0
DYTN	0	0	0	0	0
DYX1C1	0	0	0	0	0
DZANK1	0	0	0	0	0
DZIP1	0	0	0	0	0
DZIP1L	0	0	0	0	0
DZIP3	0	1	0	0	0
E2F1	0	0	0	0	0
E2F2	0	0	0	0	0
E2F3	9	9	9	11	18
E2F4	3	6	14	6	8
E2F5	4	7	0	2	12
E2F6	0	0	0	0	0
E2F7	0	0	2	0	0
E2F8	0	0	0	0	0
E4F1	1	0	0	0	0
EAF1	0	0	0	0	0
EAF2	0	0	0	0	0
EAPP	0	0	0	0	0
EARS2	0	0	0	0	0
EBAG9	2	0	5	1	5
EBF1	0	0	0	0	0
EBF2	0	0	0	0	0
EBF3	0	0	0	0	0
EBF4	3	2	1	1	1
EBI3	0	0	0	0	0
EBNA1BP2	0	0	0	0	0
EBP	0	0	0	0	0
EBPL	0	0	0	0	0
ECD	0	0	0	2	3
ECE1	3	2	0	1	4
ECE2	0	0	0	2	2
ECEL1	0	0	0	0	0
ECH1	1	0	0	0	0
ECHDC1	0	0	0	0	0
ECHDC2	0	0	0	0	0
ECHDC3	0	0	0	0	0
ECHS1	0	0	0	0	0
ECI1	0	0	0	0	0
ECI2	0	0	0	0	0
ECM1	0	0	0	0	0
ECM2	0	0	0	0	0
ECSCR	0	0	0	0	0
ECSIT	0	0	0	0	0
ECT2	2	6	10	4	4
ECT2L	0	0	0	0	0
EDA	2	0	1	1	3
EDA2R	0	0	0	0	0
EDAR	0	0	0	0	0
EDARADD	0	0	0	0	0
EDC3	3	5	7	2	6
EDC4	12	14	11	9	32
EDDM3B	0	0	0	0	0
EDEM1	8	6	4	4	14
EDEM2	13	15	8	7	21
EDEM3	4	8	8	7	19
EDF1	3	1	2	0	7
EDIL3	0	0	0	0	0
EDN1	0	0	0	0	0
EDN2	0	0	0	0	0
EDN3	0	0	0	0	0
EDNRA	0	0	0	0	0
EDNRB	0	0	0	0	0
EDRF1	3	3	0	1	5
EEA1	0	1	5	2	9
EED	20	20	22	19	58
EEF1A1	1693	893	890	916	2465
EEF1A2	0	0	0	0	0
EEF1AKMT1	0	0	0	0	0
EEF1B2	123	84	79	82	234
EEF1D	0	0	0	0	0
EEF1E1	2	4	6	6	12
EEF1G	105	84	114	67	190
EEF2	315	149	221	199	567
EEF2K	0	0	0	0	0
EEF2KMT	0	0	0	0	0
EEFSEC	1	0	1	0	1
EEPD1	0	0	0	0	0
EFCAB1	0	0	0	0	0
EFCAB10	0	0	0	0	0
EFCAB11	0	0	0	0	0
EFCAB12	0	0	0	0	0
EFCAB14	0	2	0	0	0
EFCAB2	0	0	0	0	0
EFCAB3	0	0	0	0	0
EFCAB5	0	0	0	0	0
EFCAB6	0	0	0	0	0
EFCAB7	2	0	1	0	3
EFCAB8	0	0	0	0	0
EFCAB9	0	0	0	0	0
EFCC1	0	0	0	0	0
EFEMP1	0	0	0	0	0
EFEMP2	19	14	16	8	24
EFHB	0	0	0	0	0
EFHC1	0	0	0	0	0
EFHC2	0	0	0	0	0
EFHD1	0	0	0	0	0
EFHD2	4	12	19	6	30
EFL1	2	2	2	6	10
EFNA1	3	3	2	1	0
EFNA2	0	0	0	0	0
EFNA3	3	4	4	2	7
EFNA4	0	0	0	0	0
EFNA5	5	3	11	6	11
EFNB1	4	3	3	1	4
EFNB2	9	8	19	1	13
EFNB3	0	2	1	0	0
EFR3A	9	12	19	9	26
EFR3B	0	0	0	0	0
EFS	0	0	0	0	0
EFTUD2	34	40	47	21	89
EGF	0	0	0	0	0
EGFL6	0	0	0	0	0
EGFL7	0	0	0	0	0
EGFL8	0	0	0	0	0
EGFLAM	0	0	0	0	0
EGFR	0	0	0	0	0
EGLN1	14	14	15	13	46
EGLN2	20	14	26	15	43
EGLN3	9	19	21	10	43
EGR1	1	1	2	0	3
EGR2	0	0	1	0	3
EGR3	5	2	5	2	2
EGR4	0	0	0	0	0
EHBP1	6	11	7	9	15
EHBP1L1	1	1	1	0	3
EHD1	18	25	26	11	51
EHD2	5	2	2	0	11
EHD3	0	0	0	0	0
EHD4	36	70	56	51	169
EHF	0	0	0	0	0
EHHADH	0	0	0	0	0
EHMT1	0	1	2	0	1
EHMT2	16	14	14	10	21
EI24	4	9	8	7	20
EID1	0	0	0	0	0
EID2	0	0	0	0	0
EID2B	0	0	0	0	0
EID3	0	0	0	0	0
EIF1	632	469	639	401	1216
EIF1AD	2	1	1	4	11
EIF1AX	0	0	0	0	0
EIF1B	7	4	6	3	12
EIF2A	4	1	3	3	9
EIF2AK1	0	0	0	0	0
EIF2AK2	0	0	0	0	0
EIF2AK3	1	0	1	0	3
EIF2AK4	7	7	0	4	6
EIF2B1	0	0	1	2	2
EIF2B2	0	0	0	0	0
EIF2B3	1	1	1	0	5
EIF2B4	2	3	2	3	0
EIF2B5	6	8	3	5	24
EIF2D	0	0	0	1	1
EIF2S1	27	46	66	37	151
EIF2S2	26	24	51	41	96
EIF3A	37	34	34	35	98
EIF3B	1	12	13	9	25
EIF3C	40	39	48	43	73
EIF3D	33	29	50	38	73
EIF3E	35	19	26	28	75
EIF3F	0	0	0	0	0
EIF3G	3	2	3	5	5
EIF3H	138	89	97	77	219
EIF3I	37	35	28	24	67
EIF3K	48	22	28	19	70
EIF3L	0	0	0	0	0
EIF3M	32	18	24	27	84
EIF4A1	112	110	169	121	349
EIF4A2	306	275	139	125	509
EIF4A3	0	0	2	1	3
EIF4B	149	71	83	110	249
EIF4E	28	40	39	25	89
EIF4E1B	0	0	0	0	0
EIF4E2	54	60	87	74	192
EIF4E3	1	2	1	1	6
EIF4EBP1	0	0	0	0	0
EIF4EBP2	2	1	3	0	4
EIF4EBP3	7	4	2	3	0
EIF4ENIF1	7	10	12	8	24
EIF4G1	71	110	209	96	361
EIF4G2	602	766	1079	582	2000
EIF4G3	9	10	5	4	10
EIF4H	39	42	52	47	110
EIF5	93	154	205	101	357
EIF5A	338	399	726	405	1282
EIF5A2	0	0	1	0	0
EIF5B	22	22	41	16	59
EIF6	7	9	15	9	36
ELAC1	0	0	0	0	0
ELAC2	1	0	1	0	0
ELANE	0	0	0	0	0
ELAVL1	9	9	16	9	24
ELAVL2	4	9	8	6	3
ELAVL3	0	0	0	0	0
ELAVL4	0	0	0	0	0
ELF1	5	5	4	3	7
ELF2	16	20	21	16	50
ELF3	0	0	0	0	0
ELF4	0	3	0	2	4
ELF5	0	0	0	0	0
ELFN1	0	0	0	0	0
ELFN2	0	0	0	0	0
ELK1	2	3	4	0	7
ELK3	18	23	22	23	46
ELK4	0	3	0	0	1
ELL	0	0	0	0	0
ELL2	5	12	17	10	31
ELL3	0	0	0	0	0
ELMO1	0	0	0	0	0
ELMO2	1	3	6	4	9
ELMO3	2	0	0	0	0
ELMOD1	0	0	0	0	0
ELMOD2	0	0	0	0	0
ELMOD3	1	0	0	0	0
ELMSAN1	0	2	3	0	2
ELN	0	0	0	0	0
ELOF1	0	0	0	0	0
ELOVL1	1	0	0	1	2
ELOVL2	0	0	0	0	0
ELOVL3	0	0	0	0	0
ELOVL4	0	0	0	0	0
ELOVL5	13	7	9	14	25
ELOVL6	10	10	31	13	43
ELOVL7	0	1	0	0	1
ELP2	0	0	0	0	0
ELP3	1	1	1	1	0
ELP4	1	1	0	0	1
ELP5	0	0	0	0	0
ELP6	1	0	0	0	0
EMB	0	0	0	0	0
EMC1	0	4	2	0	4
EMC10	2	0	1	1	2
EMC2	7	1	4	2	8
EMC3	1	2	5	2	5
EMC4	52	40	48	22	107
EMC6	15	25	28	8	49
EMC7	19	18	14	9	30
EMC8	7	3	7	3	5
EMC9	0	0	0	0	0
EMCN	0	0	0	0	0
EMD	0	0	0	0	0
EME1	0	0	0	0	0
EME2	0	0	0	0	0
EMG1	1	0	3	5	6
EMID1	0	0	0	0	0
EMILIN1	0	0	0	1	0
EMILIN2	0	0	0	0	0
EMILIN3	0	0	0	0	0
EML1	0	0	0	0	0
EML2	41	9	5	16	26
EML3	11	7	6	11	18
EML4	3	3	6	3	10
EML5	3	2	9	9	12
EML6	3	2	0	0	1
EMP1	17	8	17	1	17
EMP2	0	0	0	0	0
EMP3	0	0	0	0	0
EMSY	19	49	35	23	61
EMX1	0	0	0	0	0
EMX2	0	0	0	0	0
EN1	0	0	0	0	0
EN2	0	0	0	0	0
ENAH	37	39	52	31	69
ENAM	0	0	0	0	0
ENC1	2	2	9	1	2
ENDOD1	0	0	0	0	0
ENDOG	0	0	0	0	0
ENDOU	0	0	0	0	0
ENDOV	0	0	0	0	0
ENG	0	0	0	0	2
ENGASE	0	0	0	0	0
ENHO	0	0	0	0	0
ENKD1	0	0	0	0	0
ENKUR	0	0	0	0	0
ENO1	18	14	31	20	41
ENO2	13	9	10	25	42
ENO3	102	43	74	26	120
ENO4	0	0	0	0	0
ENOPH1	2	1	0	0	5
ENOX1	0	0	0	0	0
ENOX2	3	0	2	0	2
ENPEP	0	0	0	0	0
ENPP1	0	0	0	0	0
ENPP2	0	0	0	0	0
ENPP3	0	0	0	0	0
ENPP4	0	1	1	0	0
ENPP5	0	0	1	0	1
ENPP6	0	0	0	0	0
ENPP7	0	0	0	0	0
ENSA	7	14	24	14	31
ENTHD1	0	0	0	0	0
ENTPD1	0	0	0	0	0
ENTPD2	0	0	0	0	0
ENTPD3	2	0	0	0	0
ENTPD4	0	0	1	0	1
ENTPD5	0	0	1	1	1
ENTPD6	0	0	0	0	0
ENTPD7	0	1	0	1	0
ENTPD8	0	0	0	0	0
ENY2	166	142	180	111	313
EOGT	0	0	0	0	0
EOMES	0	0	0	0	0
EP300	34	29	46	35	75
EP400	0	1	3	2	2
EPAS1	0	0	0	0	0
EPB41	8	8	7	5	12
EPB41L1	40	19	31	21	45
EPB41L2	38	30	20	30	63
EPB41L3	0	1	0	0	1
EPB41L4A	5	4	6	5	7
EPB41L4B	1	0	0	0	1
EPB41L5	2	1	2	0	5
EPB42	0	0	0	0	0
EPC1	12	4	10	16	27
EPC2	42	38	57	39	117
EPCAM	0	0	1	0	0
EPDR1	2	3	2	0	6
EPG5	0	0	0	0	0
EPGN	0	0	0	0	0
EPHA1	0	0	0	0	0
EPHA10	0	0	0	0	0
EPHA2	0	1	0	0	0
EPHA3	0	0	0	0	0
EPHA4	0	0	0	0	1
EPHA5	0	0	0	0	0
EPHA6	0	0	0	0	0
EPHA7	0	0	0	0	0
EPHA8	0	0	0	0	0
EPHB1	0	0	0	0	0
EPHB2	12	1	4	1	5
EPHB3	0	0	0	0	1
EPHB4	0	1	1	1	0
EPHB6	0	0	0	0	0
EPHX1	0	0	0	0	0
EPHX2	0	0	0	0	0
EPHX3	0	0	0	0	0
EPHX4	0	0	0	0	0
EPM2A	0	0	0	0	0
EPM2AIP1	0	0	0	0	2
EPN1	17	6	7	9	29
EPN2	1	1	0	0	1
EPN3	0	0	0	0	0
EPO	0	0	0	0	0
EPOR	0	0	0	0	0
EPPIN	0	0	0	0	0
EPRS	15	27	23	25	43
EPS15	7	10	5	2	22
EPS15L1	5	6	3	3	11
EPS8	1	1	0	0	3
EPS8L1	0	0	0	0	0
EPS8L2	3	1	1	0	8
EPS8L3	0	0	0	0	0
EPSTI1	0	0	0	0	0
EPX	0	0	0	0	0
EPYC	0	0	0	0	0
EQTN	0	0	0	0	0
ERAL1	0	0	0	0	0
ERAP1	1	1	3	0	4
ERAS	0	0	0	0	0
ERBB2	3	4	1	0	6
ERBB3	0	1	0	0	0
ERBB4	0	0	0	0	0
ERBIN	15	19	16	10	46
ERC1	2	6	4	3	6
ERC2	0	0	0	1	0
ERCC1	1	0	0	0	0
ERCC2	3	1	3	2	3
ERCC3	2	4	2	1	5
ERCC4	0	0	0	0	0
ERCC5	0	0	0	0	0
ERCC6	2	3	1	3	5
ERCC6L	0	0	0	0	0
ERCC6L2	2	0	3	2	9
ERCC8	0	0	2	0	1
EREG	0	0	0	0	0
ERF	19	16	25	19	47
ERG	0	0	0	0	0
ERGIC1	21	14	17	7	16
ERGIC2	2	5	3	4	11
ERGIC3	55	45	42	31	75
ERH	11	8	13	14	24
ERI1	0	0	0	0	0
ERI2	0	0	0	0	0
ERI3	32	19	24	14	53
ERICH1	0	0	0	0	0
ERICH2	0	1	0	2	2
ERICH3	0	0	0	0	0
ERICH4	0	0	0	0	0
ERICH5	0	0	0	0	0
ERICH6	0	0	0	0	0
ERICH6B	0	0	0	0	0
ERLEC1	23	15	13	8	39
ERLIN1	7	12	17	5	29
ERLIN2	11	11	8	1	16
ERMAP	0	0	0	0	0
ERMARD	0	0	0	0	0
ERMN	0	0	0	0	0
ERMP1	2	2	0	2	3
ERN1	1	3	2	0	0
ERN2	0	0	0	0	0
ERP27	0	0	0	0	0
ERP29	10	3	9	10	23
ERP44	13	14	14	8	32
ERRFI1	4	15	10	4	13
ESAM	0	0	0	0	0
ESCO1	5	4	6	6	14
ESCO2	0	0	0	0	3
ESD	7	5	5	6	12
ESF1	4	8	7	5	26
ESM1	0	0	0	0	0
ESPL1	1	3	3	1	3
ESPN	0	0	0	0	0
ESPNL	0	0	0	0	0
ESR1	0	0	0	1	0
ESR2	2	0	0	0	0
ESRP1	0	0	0	0	0
ESRP2	2	0	1	1	2
ESRRA	4	11	8	14	39
ESRRB	1	0	1	0	3
ESRRG	0	0	0	0	0
ESX1	0	0	0	0	0
ESYT1	13	10	17	4	34
ESYT2	3	12	10	8	15
ESYT3	0	0	0	0	0
ETAA1	0	0	0	0	0
ETF1	84	120	166	86	282
ETFA	22	11	14	13	24
ETFB	0	0	0	0	0
ETFBKMT	0	0	0	0	0
ETFDH	1	0	0	0	0
ETHE1	0	0	0	0	0
ETNK1	6	8	12	6	9
ETNK2	0	0	0	0	0
ETNPPL	0	0	0	0	0
ETS1	10	12	13	4	17
ETS2	0	0	0	0	0
ETV1	30	29	30	31	88
ETV2	0	0	0	0	0
ETV3	6	4	10	3	9
ETV4	10	23	15	9	37
ETV5	7	10	15	9	36
ETV6	3	13	11	4	24
EVA1A	0	0	0	0	0
EVA1B	2	2	2	1	3
EVA1C	1	0	0	0	2
EVC	0	0	0	0	0
EVC2	0	0	0	0	0
EVI2A	0	0	0	0	0
EVI2B	0	0	0	0	0
EVI5	1	15	11	11	17
EVI5L	0	0	0	0	0
EVL	0	0	0	0	0
EVPL	0	0	0	0	0
EVX1	0	0	0	0	0
EVX2	0	0	0	0	0
EWSR1	333	383	372	311	972
EXD1	0	0	0	0	0
EXD2	0	1	0	0	6
EXO1	0	0	0	0	0
EXO5	0	0	0	0	0
EXOC1	1	4	3	4	10
EXOC2	2	1	1	0	4
EXOC3	1	0	1	1	3
EXOC3L2	0	0	0	0	0
EXOC3L4	0	0	0	0	0
EXOC4	6	6	5	8	14
EXOC5	7	8	15	6	23
EXOC6	1	0	2	2	2
EXOC6B	9	7	5	3	10
EXOC7	6	10	6	3	15
EXOC8	0	0	0	0	0
EXOG	0	0	0	0	0
EXOSC1	1	3	0	0	1
EXOSC10	0	0	0	0	0
EXOSC2	0	0	0	0	0
EXOSC3	1	3	2	4	3
EXOSC4	0	0	0	0	0
EXOSC5	0	0	0	0	0
EXOSC6	0	0	0	0	0
EXOSC7	3	7	14	11	26
EXOSC8	1	1	0	0	0
EXOSC9	0	0	0	0	0
EXPH5	0	0	0	0	0
EXT1	79	101	163	25	137
EXT2	2	1	0	0	1
EXTL1	0	0	0	0	0
EXTL2	0	0	0	0	0
EXTL3	6	6	3	5	11
EYA1	6	4	6	1	5
EYA2	0	0	0	0	0
EYA3	7	9	14	7	20
EYA4	0	0	0	0	0
EZH1	3	5	4	0	1
EZH2	22	24	26	18	45
EZR	6	6	6	6	10
F10	0	0	0	0	0
F11	0	0	0	0	0
F11R	0	0	0	0	0
F12	0	0	0	0	0
F13A1	0	0	0	0	0
F13B	0	0	0	0	0
F2	0	0	0	0	0
F2R	0	1	0	0	0
F2RL1	1	2	0	0	0
F2RL2	0	0	0	0	0
F2RL3	0	0	0	0	0
F3	0	0	0	0	0
F5	0	0	0	0	0
F7	0	0	0	0	0
F8	0	0	0	0	0
F9	0	0	0	0	0
FA2H	0	0	0	0	0
FAAH	0	0	0	0	2
FAAP100	0	0	0	0	0
FAAP20	0	0	0	0	0
FAAP24	0	0	0	0	0
FABP1	0	0	0	0	0
FABP12	0	0	0	0	0
FABP2	0	0	0	0	0
FABP3	0	0	0	0	0
FABP4	0	0	0	0	0
FABP5	0	0	0	0	0
FABP6	0	0	0	0	0
FABP7	0	0	0	0	0
FABP9	0	0	0	0	0
FADD	0	0	0	0	0
FADS1	5	2	6	2	19
FADS2	1	0	2	0	0
FADS3	3	4	7	3	3
FADS6	0	0	0	0	0
FAF1	39	31	31	11	56
FAF2	16	14	30	12	46
FAH	0	0	0	0	0
FAHD1	0	0	0	0	0
FAHD2A	0	0	0	0	0
FAIM	0	0	0	0	0
FAIM2	0	0	0	0	0
FAM102A	1	1	2	1	1
FAM102B	3	9	20	6	23
FAM103A1	0	0	0	0	0
FAM104A	0	0	0	0	0
FAM105A	0	0	0	0	0
FAM107A	0	0	0	0	0
FAM107B	2	0	2	0	1
FAM109A	0	0	0	0	0
FAM109B	0	0	0	0	0
FAM110A	0	0	0	0	0
FAM110B	1	1	0	0	1
FAM110C	0	0	0	0	0
FAM111A	0	0	0	0	0
FAM114A1	0	1	0	1	0
FAM114A2	1	1	1	1	6
FAM117A	3	4	6	1	4
FAM117B	1	1	2	2	3
FAM118A	0	0	0	0	0
FAM118B	1	1	5	1	6
FAM120A	81	121	124	87	263
FAM120B	1	0	1	0	1
FAM120C	2	1	3	0	6
FAM122A	4	2	1	2	12
FAM122B	0	1	1	0	2
FAM122C	0	0	0	0	0
FAM124A	0	0	0	0	0
FAM124B	0	0	0	0	0
FAM126A	1	1	0	1	0
FAM126B	1	4	2	4	11
FAM129A	6	5	5	3	8
FAM129B	14	19	17	13	33
FAM129C	0	0	0	0	0
FAM131A	0	0	0	0	0
FAM131B	0	0	1	0	2
FAM131C	0	0	0	0	0
FAM132A	0	0	0	0	0
FAM133B	0	0	0	0	0
FAM134A	32	18	13	17	35
FAM134B	5	12	5	2	10
FAM134C	10	9	6	1	13
FAM135A	0	5	8	10	17
FAM135B	0	0	0	0	0
FAM136A	0	1	0	0	4
FAM13A	0	0	0	0	0
FAM13B	1	6	2	4	7
FAM13C	0	0	0	0	0
FAM149A	0	0	0	0	0
FAM150A	0	0	0	0	0
FAM150B	0	0	0	0	0
FAM151A	0	0	0	0	0
FAM151B	0	0	0	0	0
FAM155A	0	0	0	0	0
FAM159A	0	0	0	0	0
FAM159B	0	0	0	0	0
FAM160A1	2	1	0	1	2
FAM160A2	23	11	19	14	30
FAM160B1	0	1	0	0	0
FAM160B2	1	3	0	0	1
FAM161A	0	0	0	0	0
FAM161B	0	0	0	0	0
FAM162A	0	0	0	0	0
FAM162B	0	0	0	0	0
FAM163A	0	0	0	0	0
FAM163B	0	0	0	0	0
FAM166A	0	0	0	0	0
FAM166B	0	0	0	0	0
FAM167A	0	0	0	0	0
FAM167B	0	0	0	0	0
FAM168A	28	18	27	17	66
FAM168B	7	7	17	5	17
FAM169A	0	0	0	0	0
FAM169B	0	0	0	0	0
FAM170A	0	0	0	0	0
FAM170B	0	0	0	0	0
FAM171A1	5	6	3	3	7
FAM171A2	2	0	1	0	1
FAM171B	0	0	0	0	1
FAM172A	3	3	2	1	4
FAM173A	0	0	0	0	0
FAM173B	0	0	0	0	0
FAM174A	0	0	0	0	1
FAM174B	0	0	0	0	0
FAM175A	0	0	0	0	0
FAM175B	2	5	7	1	7
FAM178B	0	0	0	0	0
FAM179A	0	0	0	0	0
FAM179B	0	1	0	2	1
FAM180A	0	0	0	0	0
FAM181A	0	0	0	0	0
FAM181B	0	0	0	0	0
FAM184A	0	0	0	0	0
FAM184B	0	0	0	0	0
FAM185A	0	0	0	0	0
FAM186A	0	0	0	0	0
FAM186B	0	0	0	0	0
FAM187A	0	0	0	0	0
FAM187B	0	0	0	0	0
FAM188A	8	13	16	14	28
FAM188B	0	0	0	0	0
FAM189A1	0	0	0	0	0
FAM189A2	0	0	0	0	0
FAM189B	0	0	1	1	0
FAM192A	0	1	3	1	3
FAM193A	3	0	5	3	4
FAM193B	45	48	22	38	60
FAM196A	0	0	0	0	0
FAM196B	0	0	0	0	0
FAM198A	0	0	0	0	0
FAM198B	0	0	0	0	0
FAM199X	2	9	3	4	15
FAM19A1	0	0	0	0	0
FAM19A2	0	0	0	0	0
FAM19A3	0	0	0	0	0
FAM19A4	0	0	0	0	0
FAM19A5	0	0	0	0	0
FAM204A	6	2	6	4	8
FAM205C	0	0	0	0	0
FAM206A	0	0	1	0	0
FAM207A	0	0	0	0	0
FAM208A	2	1	3	8	7
FAM208B	0	0	0	0	0
FAM20A	0	0	0	0	0
FAM20B	0	1	0	0	2
FAM20C	0	0	0	0	0
FAM210A	0	0	0	0	0
FAM210B	0	0	0	0	0
FAM212A	0	0	0	0	0
FAM212B	0	0	0	0	0
FAM213A	0	0	0	0	0
FAM213B	0	0	0	0	0
FAM214A	1	2	1	0	7
FAM214B	40	56	28	20	58
FAM216A	0	0	0	0	0
FAM216B	0	0	0	0	0
FAM217A	0	0	0	0	0
FAM217B	0	0	0	0	0
FAM219A	0	0	0	1	5
FAM219B	3	0	2	2	4
FAM220A	2	0	3	1	6
FAM221A	0	0	0	0	0
FAM221B	0	0	0	0	0
FAM222A	1	0	0	0	0
FAM222B	16	30	34	17	65
FAM227A	0	0	0	0	0
FAM227B	0	0	0	0	0
FAM228A	0	0	0	0	0
FAM228B	0	0	0	0	0
FAM229A	0	0	0	0	0
FAM229B	0	0	0	0	0
FAM234A	0	0	0	0	0
FAM234B	0	0	0	0	0
FAM24A	0	0	0	0	0
FAM25C	0	0	0	0	0
FAM26D	0	0	0	0	0
FAM26E	0	0	0	0	0
FAM26F	0	0	0	0	0
FAM32A	0	0	0	0	0
FAM35A	14	9	17	8	34
FAM3A	0	0	0	0	0
FAM3B	0	0	0	0	0
FAM3C	0	1	2	0	1
FAM43A	0	0	0	0	0
FAM43B	0	0	0	0	0
FAM45A	1	1	0	0	3
FAM46A	0	0	0	0	0
FAM46B	1	0	0	0	0
FAM46C	0	1	0	0	0
FAM46D	0	0	0	0	0
FAM47C	0	0	0	0	0
FAM47E	0	0	0	0	0
FAM49A	0	0	0	0	0
FAM49B	33	42	57	40	112
FAM50A	0	0	0	0	0
FAM50B	0	0	0	0	0
FAM53A	0	0	0	0	0
FAM53B	0	1	0	0	0
FAM53C	14	10	21	15	28
FAM57A	0	0	0	0	0
FAM57B	0	0	0	0	0
FAM60A	0	2	2	4	11
FAM63A	0	0	0	0	0
FAM63B	1	0	0	0	1
FAM64A	0	0	0	0	0
FAM65A	6	9	11	13	32
FAM65B	0	0	0	0	0
FAM65C	0	0	0	0	0
FAM69A	6	0	0	1	1
FAM69B	0	1	0	0	0
FAM69C	0	0	0	0	0
FAM71A	0	0	0	0	0
FAM71B	0	0	0	0	0
FAM71D	0	0	0	0	0
FAM71E1	0	0	0	0	0
FAM71E2	0	0	0	0	0
FAM71F1	0	0	0	0	0
FAM71F2	0	0	0	0	0
FAM72A	0	0	0	1	3
FAM76A	5	3	10	2	9
FAM76B	4	9	7	6	7
FAM78A	0	0	0	0	0
FAM78B	0	0	0	0	0
FAM81A	0	0	0	0	0
FAM81B	0	0	0	0	0
FAM83A	0	0	0	0	0
FAM83B	0	0	0	0	0
FAM83C	0	0	0	0	0
FAM83D	0	0	1	0	0
FAM83E	0	0	0	0	0
FAM83F	0	0	0	0	0
FAM83G	0	0	0	0	0
FAM83H	0	0	0	0	0
FAM84A	0	0	0	0	0
FAM84B	0	0	1	0	2
FAM89A	0	0	0	0	0
FAM89B	0	0	0	0	0
FAM8A1	7	8	6	3	25
FAM91A1	5	6	9	8	24
FAM92A	3	3	0	0	1
FAM92B	0	0	0	0	0
FAM96A	9	8	11	9	20
FAM96B	0	0	0	0	0
FAM98A	9	23	38	11	43
FAM98B	0	0	0	0	0
FAM98C	0	0	0	0	0
FAN1	0	0	0	0	0
FANCA	0	0	0	0	0
FANCB	0	0	0	0	0
FANCC	0	0	0	0	0
FANCD2	0	0	0	0	0
FANCD2OS	0	0	0	0	0
FANCE	0	0	0	0	0
FANCF	0	0	0	0	0
FANCG	0	0	0	0	0
FANCI	0	0	3	2	1
FANCL	0	0	0	0	0
FANCM	0	0	0	0	0
FANK1	0	0	0	0	0
FAP	0	0	0	0	0
FAR1	13	27	33	13	68
FAR2	0	0	0	0	0
FARP1	1	0	2	0	0
FARP2	1	0	0	1	4
FARS2	0	0	0	0	0
FARSA	0	0	1	0	2
FARSB	0	1	1	0	0
FAS	0	0	0	0	0
FASN	0	1	0	0	1
FASTK	7	8	12	7	16
FASTKD1	0	0	0	0	0
FASTKD2	0	0	0	0	0
FASTKD3	0	0	0	0	0
FASTKD5	0	0	0	1	1
FAT1	2	1	2	0	1
FAT2	0	0	0	0	0
FAT3	0	0	0	0	0
FAT4	0	0	0	0	0
FATE1	0	0	0	0	0
FAU	0	0	0	0	0
FAXC	4	9	4	2	12
FBF1	0	0	0	0	0
FBL	10	12	12	11	25
FBLIM1	0	0	0	0	0
FBLL1	0	0	0	0	0
FBLN1	3	1	1	0	2
FBLN2	0	0	0	0	0
FBLN5	0	0	0	0	0
FBLN7	0	0	0	0	0
FBN1	0	0	0	0	0
FBN2	0	0	0	0	0
FBP1	0	0	0	0	0
FBP2	0	0	0	0	0
FBRS	39	40	48	34	88
FBRSL1	0	0	1	1	1
FBXL12	0	0	0	0	0
FBXL13	0	0	0	0	0
FBXL14	13	23	33	21	53
FBXL15	0	0	1	0	0
FBXL16	1	1	1	1	1
FBXL17	8	8	2	7	12
FBXL18	1	0	1	0	1
FBXL19	8	13	18	12	12
FBXL2	0	0	0	0	0
FBXL20	10	18	6	11	22
FBXL22	0	0	0	0	0
FBXL3	5	9	8	7	16
FBXL4	0	3	0	0	3
FBXL5	29	22	22	13	51
FBXL6	1	2	1	2	2
FBXL7	0	0	0	0	0
FBXL8	0	0	0	0	0
FBXO10	0	0	0	0	0
FBXO11	66	64	70	49	118
FBXO15	0	0	0	0	0
FBXO16	0	0	0	0	0
FBXO17	0	0	0	0	0
FBXO18	8	14	8	7	12
FBXO2	24	9	18	6	23
FBXO21	2	1	2	1	1
FBXO22	4	3	9	4	6
FBXO24	0	0	0	0	0
FBXO25	0	0	0	0	0
FBXO27	0	0	0	0	0
FBXO28	4	1	2	2	10
FBXO3	0	1	4	1	6
FBXO30	4	5	4	0	7
FBXO31	1	1	0	0	0
FBXO32	0	1	1	1	1
FBXO33	12	7	16	9	22
FBXO34	0	0	0	1	1
FBXO36	0	0	0	0	1
FBXO38	30	43	27	30	56
FBXO39	0	0	0	0	0
FBXO4	4	2	1	2	4
FBXO40	0	0	0	0	0
FBXO41	0	0	0	0	0
FBXO42	1	1	0	0	1
FBXO43	0	0	0	0	0
FBXO44	1	1	2	1	1
FBXO45	2	3	1	1	10
FBXO46	0	0	0	1	1
FBXO47	0	0	0	0	0
FBXO48	0	0	0	0	0
FBXO5	0	0	0	0	0
FBXO6	0	0	0	0	0
FBXO7	2	2	3	1	3
FBXO8	3	4	3	2	12
FBXO9	1	0	1	1	4
FBXW10	0	0	0	0	0
FBXW11	40	50	55	19	118
FBXW2	67	51	63	51	161
FBXW4	6	8	4	5	11
FBXW5	3	1	2	1	2
FBXW7	12	9	12	6	11
FBXW8	3	0	0	0	4
FBXW9	0	0	0	0	0
FCAMR	0	0	0	0	0
